"","X","address","bedroom","bathroom","carspace","soldprice","landareas","yearsold","CBD_Distance","latitute","longitude","distanceSchool","agency","schoolName","Suburb","position"
"6848",6872,"119 Rochford Street Erskineville NSW 2043",2,1,NA,1850000,126,2022,3.93,-33.8984216,151.1832579,0.37," The Agency ","Newtown Public School ","Erskineville","South"
"6849",6873,"40 Devine Street Erskineville NSW 2043",2,1,1,1405000,133,2022,4.14,-33.9044036,151.1829048,0.66," Ray White ","Erskineville Public School ","Erskineville","South"
"6850",6874,"39 Charles Street Erskineville NSW 2043",3,3,1,2440000,140,2022,3.45,-33.8985444,151.1845574,0.26," Ray White ","Erskineville Public School ","Erskineville","South"
"6851",6875,"174 Union Street Erskineville NSW 2043",3,2,2,1950000,160,2022,4.03,-33.9030605,151.1814363,0.4," Ray White ","Newtown Public School ","Erskineville","South"
"6852",6876,"11 Devine Street Erskineville NSW 2043",2,1,NA,1350000,114,2021,4.2,-33.9001251,151.1889837,0.5," Ray White ","Camdenville Public School ","Erskineville","South"
"6853",6877,"29 Eve Street Erskineville NSW 2043",2,1,NA,1260000,108,2021,4.05,-33.9049983,151.1815724,0.6," Ray White ","Erskineville Public School ","Erskineville","South"
"6854",6878,"12 Union Street Erskineville NSW 2043",2,1,NA,1910000,130,2021,3.67,-33.9054247,151.1854942,0.29," Ray White ","Newtown Public School ","Erskineville","South"
"6855",6879,"148 Rochford Street Erskineville NSW 2043",4,2,1,3400000,253,2021,4.06,-33.8997228,151.1825077,0.5," Ray White ","Newtown Public School ","Erskineville","South"
"6856",6880,"17 Malcolm Street Erskineville NSW 2043",3,2,1,2235000,108,2021,3.66,-33.9037927,151.1820162,0.18," Ray White ","Erskineville Public School ","Erskineville","South"
"6857",6881,"25 Binning Street Erskineville NSW 2043",2,1,NA,1705000,132,2021,3.63,-33.9012077,151.1866672,0.19," The Agency ","Erskineville Public School ","Erskineville","South"
"6858",6882,"24 Sydney Street Erskineville NSW 2043",2,1,1,1680000,108,2021,3.41,-33.9016371,151.1860492,0.04," Ray White ","St Mary's Catholic Primary School ","Erskineville","South"
"6859",6883,"5 Binning Street Erskineville NSW 2043",2,1,NA,1800000,145,2021,3.53,-33.901758,151.1869295,0.09," Urbane Property Newtown ","Erskineville Public School ","Erskineville","South"
"6860",6884,"38 Trevilyan Avenue Rosebery NSW 2018",3,3,2,3535000,658,2023,5.01,-33.9239452,151.2030598,1.33," Pratt Barrass Property Management ","J J Cahill Memorial High School ","Rosebery","South"
"6861",6885,"3 Want Street Rosebery NSW 2018",3,1,3,1635000,360,2022,5.72,-33.9234391,151.2017485,0.51," N G Farah Real Estate ","J J Cahill Memorial High School ","Rosebery","South"
"6862",6886,"9 Lever Street Rosebery NSW 2018",3,2,2,1800000,317,2022,5.57,-33.9186396,151.2105854,0.56," Laing + Simmons Rosebery","J J Cahill Memorial High School ","Rosebery","South"
"6863",6887,"114 Tweedmouth Avenue Rosebery NSW 2018",4,2,2,1801000,392,2022,5.42,-33.9209952,151.2099922,0.81," Pratt Barrass Property Management ","Eastlakes Public School ","Rosebery","South"
"6864",6888,"73 Tramway Street Rosebery NSW 2018",3,2,1,1585000,247,2022,5.47,-33.9250815,151.2057338,0.56," Laing + Simmons Rosebery","J J Cahill Memorial High School ","Rosebery","South"
"6865",6889,"2 Morley Avenue Rosebery NSW 2018",3,2,3,2390000,492,2022,4.85,-33.9191274,151.209678,NA," Pratt Barrass Property Management ",NA,"Rosebery","South"
"6866",6890,"29 Middlemiss Street Rosebery NSW 2018",3,2,2,2500000,390,2022,5.74,-33.9232538,151.1982056,0.39," McGrath Residential ","J J Cahill Memorial High School ","Rosebery","South"
"6867",6891,"13 Ripon Way Rosebery NSW 2018",3,2,2,2575000,493,2022,4.95,-33.9248452,151.1986591,1.29," Laing + Simmons Rosebery","J J Cahill Memorial High School ","Rosebery","South"
"6868",6892,"3 Berry Street Rosebery NSW 2018",4,3,NA,2350000,231,2022,5.52,-33.9181374,151.2091982,0.63," McGrath Residential ","J J Cahill Memorial High School ","Rosebery","South"
"6869",6893,"1 Kimberley Grove Rosebery NSW 2018",4,1,4,4022888,1081,2022,4.79,-33.9232925,151.20562,NA," Laing + Simmons Rosebery",NA,"Rosebery","South"
"6870",6894,"64A Dunning Avenue Rosebery NSW 2018",3,3,2,1800000,231,2022,4.42,-33.9167107,151.2088386,NA," Metro Realty Sydney ",NA,"Rosebery","South"
"6871",6895,"64A Dunning Avenue Rosebery NSW 2018",3,3,2,1800000,231,2022,4.42,-33.9132842,151.2031046,NA," Sydney Metro Realty ",NA,"Rosebery","South"
"6872",6896,"334 Gardeners Road Rosebery NSW 2018",4,2,2,1690000,594,2022,5.42,-33.9132842,151.2031046,0.7," Laing + Simmons Rosebery","J J Cahill Memorial High School ","Rosebery","South"
"6873",6897,"13 Middlemiss Street Rosebery NSW 2018",3,1,NA,1320000,196,2022,5.66,-33.9237229,151.2001692,0.45," Raine & Horne ","J J Cahill Memorial High School ","Rosebery","South"
"6874",6898,"25 Princess Avenue Rosebery NSW 2018",2,1,1,1508000,145,2022,4.36,-33.9223543,151.2053064,NA," N G Farah Real Estate ",NA,"Rosebery","South"
"6875",6899,"77 Dalmeny Avenue Rosebery NSW 2018",3,2,3,3340000,695,2022,4.77,-33.9226702,151.203375,NA," Laing + Simmons Rosebery",NA,"Rosebery","South"
"6876",6900,"61 Rosebery Avenue Rosebery NSW 2018",4,3,3,3320000,555,2022,5.06,-33.9133131,151.2025916,1.03," Pratt Barrass Property Management ","J J Cahill Memorial High School ","Rosebery","South"
"6877",6901,"220 Gardeners Road Rosebery NSW 2018",6,3,5,2350000,548,2022,5.58,-33.9191675,151.2056789,0.66," Laing + Simmons Rosebery","Eastlakes Public School ","Rosebery","South"
"6878",6902,"2 Lever Street Rosebery NSW 2018",3,1,4,1885000,340,2022,5.62,-33.9236476,151.2123606,0.5," MyPlace Estate Agents ","J J Cahill Memorial High School ","Rosebery","South"
"6879",6903,"4 Hayes Road Rosebery NSW 2018",3,1,1,2220000,405,2022,4.91,-33.9220899,151.1992165,1.12," Professionals Les Debreczeni ","J J Cahill Memorial High School ","Rosebery","South"
"6880",6904,"31 Gordon Street Rosebery NSW 2018",3,2,1,2490000,284,2022,5.67,-33.9237204,151.198516,0.4," Laing + Simmons ","J J Cahill Memorial High School ","Rosebery","South"
"6881",6905,"13 Harcourt Parade Rosebery NSW 2018",4,2,1,3400000,520,2022,5.19,-33.9236459,151.1965497,0.85," Laing + Simmons Rosebery","J J Cahill Memorial High School ","Rosebery","South"
"6882",6906,"29 Sutherland Street Rosebery NSW 2018",4,3,2,2800000,544,2022,5.66,-33.9177195,151.2031432,0.36," Ray White ","J J Cahill Memorial High School ","Rosebery","South"
"6883",6907,"38 Trevilyan Avenue Rosebery NSW 2018",3,3,2,3501000,658,2022,5.01,-33.9245979,151.2034991,1.33," N G Farah Real Estate ","J J Cahill Memorial High School ","Rosebery","South"
"6884",6908,"52 Dougherty Street Rosebery NSW 2018",4,3,2,2051000,279,2022,5.77,-33.9254509,151.2036872,0.34," N G Farah Real Estate ","J J Cahill Memorial High School ","Rosebery","South"
"6885",6909,"84 Rosebery Avenue Rosebery NSW 2018",3,1,2,3620000,695,2022,4.91,-33.9177919,151.2068794,1.22," Laing + Simmons Rosebery","J J Cahill Memorial High School ","Rosebery","South"
"6886",6910,"14 Dalmeny Avenue Rosebery NSW 2018",3,2,1,2580000,570,2022,5.3,-33.9235093,151.2031634,0.87," Innercity Property Agents Pty Ltd ","J J Cahill Memorial High School ","Rosebery","South"
"6887",6911,"324 Gardeners Road Rosebery NSW 2018",5,2,3,2515000,588,2022,5.43,-33.9213114,151.2067073,0.73," N G Farah Real Estate ","J J Cahill Memorial High School ","Rosebery","South"
"6888",6912,"15 Henley Street Rosebery NSW 2018",4,2,1,1825000,400,2022,5.57,-33.9224432,151.2059578,0.48," Firmstone Properties ","J J Cahill Memorial High School ","Rosebery","South"
"6889",6913,"262 Gardeners Road Rosebery NSW 2018",5,2,4,2350000,600,2022,5.51,-33.9234258,151.1998759,0.73," Ray White Eastern Beaches ","Eastlakes Public School ","Rosebery","South"
"6890",6914,"12 Asquith Avenue Rosebery NSW 2018",3,1,2,3300000,626,2022,5.12,-33.9230781,151.2103884,1.15," Pratt Barrass Property Management ","Eastlakes Public School ","Rosebery","South"
"6891",6915,"66 Dalmeny Avenue Rosebery NSW 2018",3,2,3,1810000,320,2022,4.86,-33.9196415,151.2083975,NA," Home Property Agents ",NA,"Rosebery","South"
"6892",6916,"43 Tramway Street Rosebery NSW 2018",3,1,1,1360000,240,2021,5.47,-33.9173508,151.2075662,0.62," South Eastern Realty ","J J Cahill Memorial High School ","Rosebery","South"
"6893",6917,"12 Dalmeny Avenue Rosebery NSW 2018",3,2,3,2840000,630,2021,5.31,-33.9214494,151.2066952,0.86," N G Farah Real Estate ","J J Cahill Memorial High School ","Rosebery","South"
"6894",6918,"5 Harris Street Rosebery NSW 2018",4,2,4,2180000,404,2021,5.52,-33.9231746,151.2028259,0.52," South Eastern Realty ","J J Cahill Memorial High School ","Rosebery","South"
"6895",6919,"70 Dalmeny Avenue Rosebery NSW 2018",3,2,2,2050000,247,2021,4.85,-33.9172244,151.2076034,NA," Pratt Barrass Property Management ",NA,"Rosebery","South"
"6896",6920,"370 Gardeners Road Rosebery NSW 2018",5,2,5,1950000,594,2021,5.39,-33.9219994,151.2027122,0.64," Sydney Sotheby's International Realty ","J J Cahill Memorial High School ","Rosebery","South"
"6897",6921,"11 Morley Avenue Rosebery NSW 2018",3,1,2,3010000,506,2021,4.76,-33.9164517,151.2059117,NA," Ray White ",NA,"Rosebery","South"
"6898",6922,"27 Bannerman Crescent Rosebery NSW 2018",4,2,4,2700000,613,2021,4.86,-33.9171993,151.2112707,1.26," McGrath Residential ","Our Lady of The Rosary Catholic Primary School ","Rosebery","South"
"6899",6923,"120 Harcourt Parade Rosebery NSW 2018",4,2,3,3100000,540,2021,5.28,-33.9243962,151.2015509,0.95," Home Estate Agents ","Eastlakes Public School ","Rosebery","South"
"6900",6924,"38 Princess Avenue Rosebery NSW 2018",3,1,NA,3000000,290,2021,4.41,-33.9210688,151.2105208,NA," South Eastern Realty ",NA,"Rosebery","South"
"6901",6925,"14 Randolph Street Rosebery NSW 2018",6,2,3,2600000,360,2021,5.79,-33.925663,151.2048856,0.41," Laing + Simmons Rosebery","J J Cahill Memorial High School ","Rosebery","South"
"6902",6926,"37 Dalmeny Avenue Rosebery NSW 2018",4,1,1,3000000,535,2021,5.11,-33.9196221,151.2074469,1.06," N G Farah Real Estate ","J J Cahill Memorial High School ","Rosebery","South"
"6903",6927,"501 Gardeners Road Rosebery NSW 2018",2,1,1,1535000,133,2021,5.43,-33.9220013,151.1985582,0.67," Goodyer. ","J J Cahill Memorial High School ","Rosebery","South"
"6904",6928,"32a Napoleon Street Rosebery NSW 2018",5,2,2,2255000,374,2021,5.81,-33.9255543,151.1997922,0.27," N G Farah Real Estate ","J J Cahill Memorial High School ","Rosebery","South"
"6905",6929,"5 Humphrey Street Rosebery NSW 2018",3,2,2,2010000,363,2021,5.87,-33.9219016,151.2048599,0.42," McGrath ","J J Cahill Memorial High School ","Rosebery","South"
"6906",6930,"15 Rolfe Street Rosebery NSW 2018",3,1,1,1800000,305,2021,5.65,-33.9264223,151.2054474,0.52," N G Farah Real Estate ","J J Cahill Memorial High School ","Rosebery","South"
"6907",6931,"37 Harris Street Rosebery NSW 2018",3,1,NA,1835000,398,2021,5.67,-33.9253078,151.2004175,0.37," Century 21 ","J J Cahill Memorial High School ","Rosebery","South"
"6908",6932,"35 Trevilyan Avenue Rosebery NSW 2018",4,3,4,4725000,708,2021,5.08,-33.9239018,151.1977983,1.26," Pratt Barrass Property Management ","J J Cahill Memorial High School ","Rosebery","South"
"6909",6933,"1A Dalmeny Avenue Rosebery NSW 2018",3,2,2,2050000,468,2021,5.43,-33.9241331,151.2065263,0.81," Martin Property ","J J Cahill Memorial High School ","Rosebery","South"
"6910",6934,"25 Meadowland Road Peakhurst NSW 2210",3,1,2,1825000,461,2023,15.99,-33.9538311,151.0629931,0.29," McGrath Oatley ","Peakhurst Public School ","Peakhurst","South"
"6911",6935,"24 Park Street Peakhurst NSW 2210",6,3,5,1980000,841,2023,17.17,-33.963483,151.058917,0.62," Ray White","Peakhurst West Public School ","Peakhurst","South"
"6912",6936,"80 Henry Lawson Drive Peakhurst NSW 2210",3,2,2,1190000,486,2023,17.58,-33.9595999,151.051145,0.24," Raine & Horne ","Peakhurst West Public School ","Peakhurst","South"
"6913",6937,"11 Beale Crescent Peakhurst NSW 2210",3,1,1,1270000,556,2023,17.13,-33.9616656,151.0451472,0.76," McGrath Oatley ","Aspect South East Sydney School","Peakhurst","South"
"6914",6938,"2 Ulster Street Peakhurst NSW 2210",3,2,1,1406000,638,2023,18.01,-33.9683136,151.0485191,0.7," PRDnationwide ","Peakhurst West Public School ","Peakhurst","South"
"6915",6939,"11 Elwin Street Peakhurst NSW 2210",4,2,1,1020000,560,2023,17.71,-33.9575729,151.0437167,0.59," Ray White ","Southside Montessori School ","Peakhurst","South"
"6916",6940,"6 Beale Crescent Peakhurst NSW 2210",3,2,2,1590000,556,2023,17.06,-33.9659053,151.0591111,0.82," Ray White","Aspect South East Sydney School","Peakhurst","South"
"6917",6941,"700 Forest Road Peakhurst NSW 2210",4,2,3,1170888,493,2023,15.74,-33.9604402,151.0720833,0.17," Richardson & Wrench ","Penshurst West Public School ","Peakhurst","South"
"6918",6942,"1/97 Bonds Road Peakhurst NSW 2210",5,2,1,1075000,306,2023,16.2,-33.9575509,151.0633349,0.27," BadgerFox ","Peakhurst Public School ","Peakhurst","South"
"6919",6943,"109 Bonds Road Peakhurst NSW 2210",5,1,3,1205000,588,2023,16.21,-33.9582592,151.0638268,0.36," Ausrealty Estate Agents ","Peakhurst Public School ","Peakhurst","South"
"6920",6944,"746 Forest Rd Peakhurst NSW 2210",4,1,1,1110000,386,2023,15.88,-33.9631161,151.0534601,0.63," Ray White ","Peakhurst Public School ","Peakhurst","South"
"6921",6945,"23a Elwin Street Peakhurst NSW 2210",5,2,2,1290000,740,2022,17.74,-33.9674191,151.0506601,0.58," Ray White","Peakhurst West Public School ","Peakhurst","South"
"6922",6946,"704 Forest Road Peakhurst NSW 2210",4,2,1,1405000,714,2022,15.74,-33.9575189,151.0676314,0.23," McGrath ","Penshurst West Public School ","Peakhurst","South"
"6923",6947,"704 Forest Road Peakhurst NSW 2210",4,2,1,1405000,714,2022,15.74,-33.958602,151.0441515,0.23," McGrath Oatley ","Penshurst West Public School ","Peakhurst","South"
"6924",6948,"72 Bonds Road Peakhurst NSW 2210",3,1,3,1140000,493,2022,16.29,-33.9578251,151.0654573,0.04," Ausrealty Estate Agents ","Peakhurst Public School ","Peakhurst","South"
"6925",6949,"5 Coreen Avenue Peakhurst NSW 2210",3,1,1,1090000,461,2022,15.98,-33.9532957,151.0633099,0.47," Sanders Noonan ","Penshurst West Public School ","Peakhurst","South"
"6926",6950,"1 David Place Peakhurst NSW 2210",6,2,2,1425000,480,2022,17.37,-33.9631505,151.0593752,0.3," Ray White ","Peakhurst West Public School ","Peakhurst","South"
"6927",6951,"4 Waldo Crescent Peakhurst NSW 2210",3,1,3,1320000,462,2022,17.15,-33.9578251,151.0654573,0.45," Ausrealty Estate Agents ","Peakhurst West Public School ","Peakhurst","South"
"6928",6952,"7 Bailey Parade Peakhurst NSW 2210",5,3,2,2140000,465,2022,15.88,-33.9578251,151.0654573,0.46," Ausrealty Estate Agents ","Peakhurst Public School ","Peakhurst","South"
"6929",6953,"18 Meadowland Road Peakhurst NSW 2210",2,2,2,1050000,487,2022,15.95,-33.9557836,151.0607311,0.34," Ray White ","Peakhurst Public School ","Peakhurst","South"
"6930",6954,"15 Olive Crescent Peakhurst NSW 2210",3,1,4,1500000,765,2022,16.1,-33.9546405,151.0622896,0.18," David Kay First National ","Peakhurst Public School ","Peakhurst","South"
"6931",6955,"61 Belmore Road Peakhurst NSW 2210",4,3,4,1700000,1967,2022,18.07,-33.9686116,151.0479458,0.73," McGrath ","Peakhurst West Public School ","Peakhurst","South"
"6932",6956,"20a Junction Road Peakhurst NSW 2210",3,2,1,1170000,368,2022,15.61,-33.9546932,151.0673885,0.72," Ray White","Narwee Public School ","Peakhurst","South"
"6933",6957,"33A Ogilvy Street Peakhurst NSW 2210",4,1,4,1270000,866,2022,17.63,-33.9545527,151.0686815,0.11," HT Wills and Co ","Peakhurst West Public School ","Peakhurst","South"
"6934",6958,"18 David Place Peakhurst NSW 2210",4,2,2,1110000,486,2022,17.36,-33.9673988,151.0583653,0.25," Pulse Property Agents ","Peakhurst West Public School ","Peakhurst","South"
"6935",6959,"755 Forest Road Peakhurst NSW 2210",3,2,2,1005000,531,2022,17.02,-33.9615954,151.0479362,0.91," First National Real Estate Daystar ","Peakhurst Public School ","Peakhurst","South"
"6936",6960,"896 Forest Road Peakhurst NSW 2210",4,2,2,1395000,399,2022,17.54,-33.9650362,151.0477906,0.58," McGrath ","Peakhurst West Public School ","Peakhurst","South"
"6937",6961,"57 Ogilvy Street Peakhurst NSW 2210",4,2,1,1350000,398,2022,17.77,-33.9600115,151.050088,0.21," PRDnationwide ","Peakhurst West Public School ","Peakhurst","South"
"6938",6962,"7 Charm Place Peakhurst NSW 2210",3,1,2,1406000,689,2022,18.03,-33.9668945,151.0469934,0.57," PRDnationwide ","Peakhurst West Public School ","Peakhurst","South"
"6939",6963,"19 Thurbon Avenue Peakhurst NSW 2210",4,1,1,1170000,474,2022,15.64,-33.9557173,151.0691659,0.74," Ausrealty Estate Agents ","Penshurst West Public School ","Peakhurst","South"
"6940",6964,"3 Keith Street Peakhurst NSW 2210",2,1,4,1200000,638,NA,16.54,-33.9635434,151.0477074,0.28," Realty Way ","Peakhurst Public School ","Peakhurst","South"
"6941",6965,"65 Elwin Street Peakhurst NSW 2210",4,2,3,1550000,735,2022,18,-33.9578124,151.0591017,0.52," Ausrealty Estate Agents ","Peakhurst West Public School ","Peakhurst","South"
"6942",6966,"25 Salt Pan Road Peakhurst NSW 2210",4,1,5,1550000,1530,2022,17.57,-33.9618374,151.0432885,0.32," Gavan Property ","Southside Montessori School ","Peakhurst","South"
"6943",6967,"12 Tournay Street Peakhurst NSW 2210",3,1,1,1152900,463,2022,16.02,-33.9547163,151.0434866,0.64," PRD Nationwide ","Penshurst West Public School ","Peakhurst","South"
"6944",6968,"115 Baumans Road Peakhurst NSW 2210",4,1,4,1010000,575,2022,15.76,-33.9592131,151.0672312,0.57," Century 21 ","Penshurst West Public School ","Peakhurst","South"
"6945",6969,"70 Johnstone Street Peakhurst NSW 2210",3,1,2,1500000,1656,2022,17.96,-33.9576872,151.0692808,0.42," Ray White","Peakhurst West Public School ","Peakhurst","South"
"6946",6970,"39 Caledonia Crescent Peakhurst NSW 2210",4,2,2,1800000,708,2022,17.47,-33.9652888,151.0466202,0.44," Ausrealty Estate Agents ","Peakhurst West Public School ","Peakhurst","South"
"6947",6971,"23 Milford Road Peakhurst NSW 2210",4,3,4,1830000,443,2022,15.98,-33.9646267,151.0524967,0.29," Ausrealty Estate Agents ","Peakhurst Public School ","Peakhurst","South"
"6948",6972,"16 Highland Road Peakhurst NSW 2210",3,1,2,1400000,562,2022,15.94,-33.9545381,151.0637911,0.42," McGrath ","Peakhurst Public School ","Peakhurst","South"
"6949",6973,"78 Bonds Road Peakhurst NSW 2210",6,3,5,2675000,1481,2022,16.28,-33.9561351,151.061064,0.03," Ausrealty Estate Agents ","Peakhurst Public School ","Peakhurst","South"
